Isolate ID,Name,Accession,Originating Lab,Submitting Lab
EPI_ISL_4031065,A/duck/Assam/DUOR1512100030/2015,EPI1889810,,
EPI_ISL_164454,A/swine/HoChiMinh/01-22-2/2011,EPI537219,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_612,A/duck/Hong_Kong/22B/1976,EPI3089,,
EPI_ISL_4031064,A/duck/Kerala/DUCL1411100010/2014,EPI1889802,,
EPI_ISL_164455,A/swine/HoChiMinh/01-23-2/2011,EPI537227,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_164452,A/swine/HoChiMinh/01-19-2/2011,EPI537203,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_164453,A/swine/HoChiMinh/01-20-2/2011,EPI537211,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_328301,A/mallard/Alberta/47/2017,EPI1303606,,
EPI_ISL_164458,A/swine/HoChiMinh/01-27-2/2011,EPI537251,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_616,A/duck/Ukraine/1/1963,EPI3105,,
EPI_ISL_616,A/duck/Ukraine/1/1963,EPI90390,,
EPI_ISL_616,A/duck/Ukraine/1/1963,EPI131280,,
EPI_ISL_616,A/duck/Ukraine/1/1963,EPI152344,,
EPI_ISL_616,A/duck/Ukraine/1/1963,EPI242332,,
EPI_ISL_164459,A/swine/HoChiMinh/01-29-2/2011,EPI537259,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_82536,A/American_coot/Oregon/20589-007/2007,EPI290901,,
EPI_ISL_4031063,A/chicken/Kerala/CHCL1411100011/2014,EPI1889794,,
EPI_ISL_164456,A/swine/HoChiMinh/01-24-2/2011,EPI537235,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_164457,A/swine/HoChiMinh/01-25-2/2011,EPI537243,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_164460,A/swine/HoChiMinh/01-30-2/2011,EPI537267,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_197234,A/swine/North_Carolina/A02035784/2015,EPI647569,,
EPI_ISL_197239,A/swine/North_Carolina/A02025402/2015,EPI647584,,
EPI_ISL_164470,A/swine/Bac_Ninh/156/2012,EPI537353,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_164471,A/swine/Bac_Ninh/112/2012,EPI537361,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_328306,A/blue-winged_teal/Alberta/164/2017,EPI1304059,,
EPI_ISL_164469,A/swine/Bac_Ninh/162/2012,EPI537345,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_164472,A/swine/Bac_Ninh/104/2012,EPI537369,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_328318,A/blue-winged_teal/Alberta/3/2017,EPI1304148,,
EPI_ISL_164478,A/swine/DongNai/10-13-1/2013,EPI537417,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_131710,A/mallard/New_Brunswick/03482/2009,EPI404258,,
EPI_ISL_164476,A/swine/DongNai/07-18-2/2012,EPI537401,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_164477,A/swine/DongNai/10-12-1/2013,EPI537409,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_295552,A/swine/Mexico/847061253020/2014,EPI1160126,,
EPI_ISL_295553,A/swine/Mexico/84706352130/2015,EPI1160134,,
EPI_ISL_295554,A/swine/Mexico/847071253020/2014,EPI1160142,,
EPI_ISL_295555,A/swine/Mexico/9453312/2012,EPI1160150,,
EPI_ISL_148107,A/swine/Guangdong/L22/2010,EPI475462,,
EPI_ISL_131721,A/American_black_duck/New_Brunswick/02549/2007,EPI404355,,
EPI_ISL_148108,A/swine/Guangdong/L23/2010,EPI475470,,
EPI_ISL_131724,A/mallard/New_Brunswick/04400/2007,EPI404388,,
EPI_ISL_131731,A/mallard-black_duck_hybrid/New_Brunswick/02748/2007,EPI404409,,
EPI_ISL_328342,A/mallard/Alberta/40/2017,EPI1303689,,
EPI_ISL_66197,A/duck/Thailand/AY-354/2008,EPI231118,,
EPI_ISL_666,A/equine/Kanazawa/1/2007,EPI153118,,
EPI_ISL_131742,A/American_black_duck/Nova_Scotia/02213/2007,EPI404482,,
EPI_ISL_328344,A/blue-winged_teal/Alberta/98/2017,EPI1304156,,
EPI_ISL_131751,A/American_black_duck/New_Brunswick/03451/2009,EPI404552,,
EPI_ISL_680,A/Equine/Alaska/1/91,EPI80614,,
EPI_ISL_680,A/Equine/Alaska/1/91,EPI129327,,
EPI_ISL_131755,A/American_black_duck/New_Brunswick/03398/2009,EPI404598,,
EPI_ISL_33450,A/blue-winged_teal/North_Dakota/Sg-00704/2008,EPI188760,,
EPI_ISL_230063,A/mallard/California/UCD736/2015,EPI812969,,
EPI_ISL_131758,A/American_black_duck/New_Brunswick/03408/2009,EPI404642,,
EPI_ISL_131759,A/American_black_duck/New_Brunswick/03395/2009,EPI404643,,
EPI_ISL_131757,A/mallard/New_Brunswick/03397/2009,EPI404600,,
EPI_ISL_131762,A/mallard/New_Brunswick/03396/2009,EPI404674,,
EPI_ISL_131763,A/American_black_duck/New_Brunswick/02629/2007,EPI404675,,
EPI_ISL_689,A/equine/Kentucky/1/81,EPI130955,,
EPI_ISL_131760,A/American_black_duck/New_Brunswick/03509/2009,EPI404644,,
EPI_ISL_131761,A/American_black_duck/New_Brunswick/03495/2009,EPI404645,,
EPI_ISL_328369,A/blue-winged_teal/Alberta/90/2017,EPI1304208,,
EPI_ISL_4031112,A/duck/Kerala/DUTR1411100009/2014,EPI1889826,,
EPI_ISL_4031115,A/duck/Assam/DUOR1512100004/2015,EPI1889842,,
EPI_ISL_131764,A/American_black_duck/New_Brunswick/02725/2007,EPI404690,,
EPI_ISL_14762582,A/swine/Italy/257769/2017,EPI2141903,,
EPI_ISL_4031114,A/duck/Assam/DUCL1512100011/2015,EPI1889834,,
EPI_ISL_131765,A/American_black_duck/New_Brunswick/02650/2007,EPI404691,,
EPI_ISL_328380,A/mallard/Alberta/81/2017,EPI1304019,,
EPI_ISL_230072,A/mallard/California/UCD840/2015,EPI812920,,
EPI_ISL_131769,A/American_black_duck/New_Brunswick/02649/2007,EPI404695,,
EPI_ISL_131776,A/American_black_duck/New_Brunswick/02491/2007,EPI404766,,
EPI_ISL_328385,A/swine/Minnesota/A01785563/2018,EPI1304349,,
EPI_ISL_18777051,A/swine/Iowa/ISU-A02862051/2023,EPI2921340,Iowa_State_University,Iowa_State_University
EPI_ISL_18777048,A/swine/Iowa/ISU-A02862056/2023,EPI2921334,Iowa_State_University,Iowa_State_University
EPI_ISL_18777049,A/swine/Iowa/ISU-A02862054/2023,EPI2921336,Iowa_State_University,Iowa_State_University
EPI_ISL_18777046,A/swine/Kansas/ISU-A02862030/2023,EPI2921330,Iowa_State_University,Iowa_State_University
EPI_ISL_18777047,A/swine/Kansas/ISU-A02861978/2023,EPI2921332,Iowa_State_University,Iowa_State_University
EPI_ISL_33484,A/blue-winged_teal/North_Dakota/Sg-00745/2008,EPI188824,,
EPI_ISL_33485,A/blue-winged_teal/North_Dakota/Sg-00746/2008,EPI188825,,
EPI_ISL_328394,A/swine/Iowa/A02016898/2018,EPI1304386,,
EPI_ISL_180947,A/mallard/Maryland/07OS97/2007,EPI595647,,
EPI_ISL_33489,A/mallard/Minnesota/Sg-00751/2008,EPI188829,,
EPI_ISL_131799,A/American_black_duck/New_Brunswick/02656/2007,EPI404847,,
EPI_ISL_33496,A/blue-winged_teal/North_Dakota/Sg-00759/2008,EPI188836,,
EPI_ISL_295647,A/swine/Minnesota/A01785400/2017,EPI1160880,,
EPI_ISL_328409,A/swine/Minnesota/A01785568/2018,EPI1304404,,
EPI_ISL_328408,A/swine/Minnesota/A01785567/2018,EPI1304402,,
EPI_ISL_33501,A/mallard/Minnesota/Sg-00764/2008,EPI188841,,
EPI_ISL_328411,A/swine/North_Carolina/A01785552/2018,EPI1304408,,
EPI_ISL_33502,A/mallard/Minnesota/Sg-00765/2008,EPI188842,,
EPI_ISL_328410,A/swine/Nebraska/A01785572/2018,EPI1304406,,
EPI_ISL_18777086,A/swine/Iowa/ISU-A02862017/2023,EPI2921410,Iowa_State_University,Iowa_State_University
EPI_ISL_295653,A/swine/Iowa/A02139130/2017,EPI1160891,,
EPI_ISL_295648,A/swine/Ohio/A01785399/2017,EPI1160882,,
EPI_ISL_328416,A/swine/Indiana/A01812250/2016,EPI1304423,,
EPI_ISL_295649,A/swine/Minnesota/A01785393/2017,EPI1160884,,
EPI_ISL_18777080,A/swine/Missouri/ISU-A02861950/2023,EPI2921398,Iowa_State_University,Iowa_State_University
EPI_ISL_295660,A/swine/Iowa/A02138970/2017,EPI1160905,,
EPI_ISL_328429,A/swine/Iowa/A02016889/2018,EPI1304462,,
EPI_ISL_33513,A/green-winged_teal/Minnesota/Sg-00779/2008,EPI188853,,
EPI_ISL_148200,A/mallard/Iceland/1007/2011,EPI475925,,
EPI_ISL_33514,A/blue-winged_teal/Minnesota/Sg-00780/2008,EPI188854,,
EPI_ISL_328425,A/swine/Iowa/A02016894/2018,EPI1304454,,
EPI_ISL_295656,A/swine/Iowa/A02139129/2017,EPI1160897,,
EPI_ISL_33516,A/blue-winged_teal/Minnesota/Sg-00787/2008,EPI188856,,
EPI_ISL_33517,A/blue-winged_teal/Minnesota/Sg-00789/2008,EPI188857,,
EPI_ISL_33518,A/blue-winged_teal/Minnesota/Sg-00790/2008,EPI188858,,
EPI_ISL_295668,A/swine/Iowa/A02138764/2017,EPI1160927,,
EPI_ISL_279285,A/ruddy_turnstone/New_Jersey/UGAI16-1296/2016,EPI1066683,,
EPI_ISL_164595,A/swine/Bac_Ninh/357/2013,EPI537640,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_18777068,A/swine/Ohio/ISU-A02861975/2023,EPI2921374,Iowa_State_University,Iowa_State_University
EPI_ISL_295670,A/swine/Iowa/A02138601/2017,EPI1160931,,
EPI_ISL_18777069,A/swine/North_Carolina/ISU-A02862032/2023,EPI2921376,Iowa_State_University,Iowa_State_University
EPI_ISL_295671,A/swine/Iowa/A02138762/2017,EPI1160933,,
EPI_ISL_33523,A/blue-winged_teal/Minnesota/Sg-00797/2008,EPI188863,,
EPI_ISL_18777066,A/swine/Oklahoma/ISU-A02862014/2023,EPI2921370,Iowa_State_University,Iowa_State_University
EPI_ISL_18777067,A/swine/Ohio/ISU-A02862020/2023,EPI2921372,Iowa_State_University,Iowa_State_University
EPI_ISL_279282,A/ruddy_turnstone/New_Jersey/UGAI16-1289/2016,EPI1066636,,
EPI_ISL_18777065,A/swine/Minnesota/ISU-A02862000/2023,EPI2921368,Iowa_State_University,Iowa_State_University
EPI_ISL_295667,A/swine/Iowa/A02138770/2017,EPI1160925,,
EPI_ISL_295678,A/swine/Iowa/A02139131/2017,EPI1160947,,
EPI_ISL_33530,A/mallard/Minnesota/Sg-00804/2008,EPI188870,,
EPI_ISL_295679,A/swine/Iowa/A02139133/2017,EPI1160949,,
EPI_ISL_33531,A/mallard/Minnesota/Sg-00805/2008,EPI188871,,
EPI_ISL_18777058,A/swine/Iowa/ISU-A02862035/2023,EPI2921354,Iowa_State_University,Iowa_State_University
EPI_ISL_295673,A/swine/Arkansas/A02139135/2017,EPI1160937,,
EPI_ISL_18777056,A/swine/Iowa/ISU-A02862039/2023,EPI2921350,Iowa_State_University,Iowa_State_University
EPI_ISL_33534,A/mallard/Minnesota/Sg-00808/2008,EPI188874,,
EPI_ISL_328453,A/swine/Minnesota/A01785566/2018,EPI1304635,,
EPI_ISL_328452,A/swine/Minnesota/A01785562/2018,EPI1304633,,
EPI_ISL_295680,A/swine/Minnesota/A02139250/2017,EPI1160951,,
EPI_ISL_328451,A/swine/North_Carolina/A01785564/2018,EPI1304631,,
EPI_ISL_279298,A/ruddy_turnstone/New_Jersey/UGAI16-1244/2016,EPI1066771,,
EPI_ISL_328450,A/swine/North_Carolina/A01785561/2018,EPI1304629,,
EPI_ISL_295688,A/swine/North_Carolina/A02138766/2017,EPI1160970,,
EPI_ISL_295689,A/swine/North_Carolina/A02138712/2017,EPI1160972,,
EPI_ISL_148236,A/long-tailed_duck/Maine/295/2011,EPI476170,,
EPI_ISL_148243,A/ruddy_turnstone/Canada/02937/2011,EPI476226,,
EPI_ISL_213783,A/swine/Iowa/A01729699/2016,EPI718281,,
EPI_ISL_148245,A/blue-winged_teal/Canada/3233/2011,EPI476250,,
EPI_ISL_148250,A/blue-winged_teal/Canada/3264/2011,EPI476242,,
EPI_ISL_328476,A/swine/Minnesota/A02158927/2018,EPI1304669,,
EPI_ISL_213786,A/swine/Illinois/A01729658/2016,EPI718290,,
EPI_ISL_148251,A/blue-winged_teal/Canada/3285/2011,EPI476305,,
EPI_ISL_131867,A/mallard/New_Brunswick/04482/2007,EPI405112,,
EPI_ISL_213785,A/swine/Iowa/A01729570/2016,EPI718287,,
EPI_ISL_131864,A/American_black_duck/New_Brunswick/02507/2007,EPI405095,,
EPI_ISL_148249,A/blue-winged_teal/Canada/3244/2011,EPI476278,,
EPI_ISL_131865,A/American_black_duck/New_Brunswick/02651/2007,EPI405096,,
EPI_ISL_148254,A/blue-winged_teal/Canada/3288/2011,EPI476326,,
EPI_ISL_131870,A/American_black_duck/New_Brunswick/02497/2007,EPI405115,,
EPI_ISL_213790,A/swine/Iowa/A01729642/2016,EPI718302,,
EPI_ISL_148255,A/blue-winged_teal/Canada/3289/2011,EPI476332,,
EPI_ISL_377627,A/equine/Hertfordshire/05024/2019,EPI1544954,Animal_Health_Trust,Animal_Health_Trust
EPI_ISL_213789,A/swine/North_Carolina/A01729547/2016,EPI718299,,
EPI_ISL_148252,A/blue-winged_teal/Canada/3286/2011,EPI476312,,
EPI_ISL_328474,A/swine/Iowa/A02169065/2018,EPI1304665,,
EPI_ISL_148253,A/blue-winged_teal/Canada/3287/2011,EPI476319,,
EPI_ISL_328485,A/swine/Iowa/A02169078/2018,EPI1304687,,
EPI_ISL_131874,A/mallard/New_Brunswick/04485/2007,EPI405119,,
EPI_ISL_131875,A/American_black_duck/New_Brunswick/02502/2007,EPI405120,,
EPI_ISL_328486,A/swine/Iowa/A02169067/2018,EPI1304689,,
EPI_ISL_131873,A/American_black_duck/New_Brunswick/04484/2007,EPI405118,,
EPI_ISL_131878,A/American_black_duck/New_Brunswick/02496/2007,EPI405208,,
EPI_ISL_328480,A/swine/Missouri/A02169142/2018,EPI1304677,,
EPI_ISL_328483,A/swine/Nebraska/A02169069/2018,EPI1304683,,
EPI_ISL_213796,A/swine/Iowa/A01729543/2016,EPI718320,,
EPI_ISL_131877,A/mallard/New_Brunswick/02747/2007,EPI405207,,
EPI_ISL_230187,A/swine/Missouri/A01775853/2016,EPI813520,,
EPI_ISL_131882,A/American_black_duck/New_Brunswick/02749/2007,EPI405213,,
EPI_ISL_213800,A/swine/Minnesota/A01675363/2016,EPI718332,,
EPI_ISL_230191,A/swine/Iowa/A01775597/2016,EPI813532,,
EPI_ISL_131885,A/American_black_duck/New_Brunswick/02525/2007,EPI405265,,
EPI_ISL_131888,A/mallard-black_duck_hybrid/New_Brunswick/02657/2007,EPI405268,,
EPI_ISL_131889,A/mallard-black_duck_hybrid/New_Brunswick/02642/2007,EPI405270,,
EPI_ISL_14762967,A/swine/Italy/323027/2017,EPI2141935,,
EPI_ISL_230204,A/swine/Iowa/A01775848/2016,EPI813571,,
EPI_ISL_230208,A/swine/Minnesota/A01677935/2016,EPI813583,,
EPI_ISL_328513,A/mallard/Pennsylvania/UGAI15-4737/2015,EPI1304820,,
EPI_ISL_328525,A/canine/California/043670/2017,EPI1304925,,
EPI_ISL_328524,A/canine/Florida/88807.2/2017,EPI1304911,,
EPI_ISL_328526,A/canine/California/84315/2017,EPI1304916,,
EPI_ISL_328523,A/canine/Georgia/89750.1/2017,EPI1304892,,
EPI_ISL_328522,A/canine/Georgia/20170606-19/2017,EPI1304889,,
EPI_ISL_148308,A/swine/Indiana/A01290320/2013,EPI476492,,
EPI_ISL_148312,A/swine/Virginia/A01290329/2013,EPI476504,,
EPI_ISL_148316,A/swine/Illinois/A01290325/2013,EPI476516,,
EPI_ISL_148320,A/swine/Illinois/A01398587/2013,EPI476528,,
EPI_ISL_99174,A/swine/NY/A01104005/2011,EPI342603,,
EPI_ISL_181096,A/swine/Chachoengsao/NIAH105583-052-62/2012,EPI596249,,National_Institute_of_Animal_Health
EPI_ISL_377705,A/equine/Worcestershire/05469/2019,EPI1545637,Animal_Health_Trust,Animal_Health_Trust
EPI_ISL_181109,A/swine/Illinois/A01840991/2015,EPI596345,,
EPI_ISL_181114,A/swine/Iowa/A01566613/2014,EPI600303,,
EPI_ISL_279421,A/swine/Wisconsin/A01104099/2017,EPI1067624,,
EPI_ISL_181115,A/swine/Illinois/A01462582/2015,EPI596368,,
EPI_ISL_181118,A/muscovy_duck/Vietnam/LBM348/2013,EPI596408,,
EPI_ISL_181119,A/muscovy_duck/Vietnam/LBM437/2013,EPI596416,,
EPI_ISL_181116,A/muscovy_duck/Vietnam/LBM115/2012,EPI596395,,
EPI_ISL_181117,A/muscovy_duck/Vietnam/LBM201/2012,EPI596401,,
EPI_ISL_181122,A/duck/Vietnam/LBM553/2013,EPI596485,,
EPI_ISL_181123,A/duck/Vietnam/LBM559/2013,EPI596491,,
EPI_ISL_181126,A/muscovy_duck/Vietnam/LBM721/2014,EPI596568,,
EPI_ISL_181137,A/duck/Quang_Ninh/14/2013,EPI596634,,
EPI_ISL_312228,A/swine/Chachoengsao/NIAH107140-077/2018,EPI1242981,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_312229,A/swine/Chachoengsao/NIAH107140-069/2018,EPI1242989,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_312230,A/swine/Chachoengsao/NIAH107140-013/2018,EPI1242997,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_312231,A/swine/Chachoengsao/NIAH107140-066/2018,EPI1243005,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_312227,A/swine/Chachoengsao/NIAH107140-076/2018,EPI1242973,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_312236,A/swine/Chachoengsao/NIAH107140-070/2018,EPI1243045,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_312237,A/swine/Chachoengsao/NIAH107140-080/2018,EPI1243053,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_312238,A/swine/Chachoengsao/NIAH107140-078/2018,EPI1243061,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_312232,A/swine/Chachoengsao/NIAH107140-030/2018,EPI1243013,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_312233,A/swine/Chachoengsao/NIAH107140-079/2018,EPI1243021,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_99244,A/mallard/Alberta/254/2003,EPI342917,,
EPI_ISL_312234,A/swine/Chachoengsao/NIAH107140-067/2018,EPI1243029,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_99247,A/mallard/Alberta/551/2009,EPI342944,,
EPI_ISL_312235,A/swine/Chachoengsao/NIAH107140-053/2018,EPI1243037,National_Institute_of_Animal_Health,National_Institute_of_Animal_Health
EPI_ISL_328629,A/swine/Kansas/A01785556/2018,EPI1305511,,
EPI_ISL_99250,A/northern_pintail/Alberta/8/2009,EPI342968,,
EPI_ISL_328625,A/swine/Texas/A01785529/2018,EPI1305697,,
EPI_ISL_99253,A/mallard/Alberta/507/2008,EPI342996,,
EPI_ISL_148407,A/swine/Michigan/A01259074/2013,EPI476666,,
EPI_ISL_99252,A/mallard/Alberta/527/2008,EPI342988,,
EPI_ISL_328626,A/swine/North_Carolina/A01785542/2018,EPI1305505,,
EPI_ISL_328637,A/swine/Iowa/A02169075/2018,EPI1305531,,
EPI_ISL_99257,A/redhead/Alberta/458/2007,EPI343028,,
EPI_ISL_99256,A/shorebird/Delaware_Bay/485/2008,EPI343020,,
EPI_ISL_99259,A/blue-winged_teal/Alberta/387/2007,EPI343045,,
EPI_ISL_328638,A/swine/Iowa/A02158757/2018,EPI1305533,,
EPI_ISL_99258,A/bufflehead/Alberta/400/2007,EPI343036,,
EPI_ISL_99262,A/blue-winged_teal/Alberta/366/2007,EPI343077,,
EPI_ISL_197571,A/equine/West_Midlands/1/2015,EPI650051,Animal_Health_Trust,Animal_Health_Trust
EPI_ISL_99267,A/mallard/Alberta/312/2007,EPI343119,,
EPI_ISL_279495,A/swine/Iowa/A02218156/2017,EPI1067907,,
EPI_ISL_99266,A/mallard/Alberta/318/2007,EPI343111,,
EPI_ISL_328640,A/swine/Arkansas/A01678568/2018,EPI1305537,,
EPI_ISL_197574,A/equine/Tyne_and_Wear/1/2015,EPI650056,Animal_Health_Trust,Animal_Health_Trust
EPI_ISL_197573,A/equine/Tyne_and_Wear/2/2015,EPI651395,Animal_Health_Trust,Animal_Health_Trust
EPI_ISL_197572,A/equine/Lanarkshire/2/2015,EPI650053,Animal_Health_Trust,Animal_Health_Trust
EPI_ISL_99273,A/mallard/Alberta/137/2007,EPI343181,,
EPI_ISL_279501,A/swine/Iowa/A02218170/2017,EPI1067919,,
EPI_ISL_99275,A/mallard/Alberta/130/2007,EPI343198,,
EPI_ISL_279503,A/swine/Iowa/A02218162/2017,EPI1067923,,
EPI_ISL_99274,A/mallard/Alberta/134/2007,EPI343190,,
EPI_ISL_99277,A/mallard/Alberta/122/2007,EPI343214,,
EPI_ISL_99278,A/mallard/Alberta/116/2007,EPI343222,,
EPI_ISL_279509,A/swine/Iowa/A02218164/2017,EPI1067935,,
EPI_ISL_328663,A/swine/North_Carolina/A01785538/2018,EPI1305563,,
EPI_ISL_99282,A/mallard/Alberta/107/2007,EPI343260,,
EPI_ISL_279504,A/swine/Iowa/A02218173/2017,EPI1067925,,
EPI_ISL_99285,A/mallard/Alberta/28/2007,EPI343285,,
EPI_ISL_99284,A/mallard/Alberta/34/2007,EPI343277,,
EPI_ISL_279506,A/swine/Iowa/A02218168/2017,EPI1067929,,
EPI_ISL_99286,A/mallard/Alberta/27/2007,EPI343293,,
EPI_ISL_99289,A/mallard/Alberta/279/2006,EPI343317,,
EPI_ISL_99290,A/mallard/Alberta/274/2006,EPI343325,,
EPI_ISL_328665,A/swine/North_Carolina/A01785551/2018,EPI1305567,,
EPI_ISL_328664,A/swine/North_Carolina/A01785534/2018,EPI1305565,,
EPI_ISL_99297,A/mallard/Alberta/228/2006,EPI343385,,
EPI_ISL_99296,A/mallard/Alberta/238/2006,EPI343377,,
EPI_ISL_279526,A/canine/Korea/CY053/2014,EPI1068003,,
EPI_ISL_279527,A/feline/Korea/FY057/2014,EPI1068004,,
EPI_ISL_99298,A/mallard/Alberta/225/2006,EPI343393,,
EPI_ISL_99301,A/mallard/Alberta/214/2006,EPI343435,,
EPI_ISL_99300,A/mallard/Alberta/219/2006,EPI343427,,
EPI_ISL_279523,A/swine/Nebraska/A01785272/2017,EPI1067990,,
EPI_ISL_99302,A/mallard/Alberta/212/2006,EPI343443,,
EPI_ISL_99311,A/blue-winged_teal/Alberta/222/2005,EPI343520,,
EPI_ISL_99313,A/shorebird/Delaware_Bay/519/2005,EPI343536,,
EPI_ISL_99315,A/shorebird/Delaware_Bay/450/2005,EPI343552,,
EPI_ISL_99314,A/shorebird/Delaware_Bay/518/2005,EPI343544,,
EPI_ISL_99317,A/shorebird/Delaware_Bay/435/2005,EPI343571,,
EPI_ISL_99319,A/shorebird/Delaware_Bay/274/2005,EPI343587,,
EPI_ISL_99318,A/shorebird/Delaware_Bay/289/2005,EPI343579,,
EPI_ISL_99321,A/shorebird/Delaware_Bay/179/2005,EPI343606,,
EPI_ISL_99323,A/shorebird/Delaware_Bay/167/2005,EPI343622,,
EPI_ISL_99322,A/shorebird/Delaware_Bay/170/2005,EPI343614,,
EPI_ISL_99325,A/shorebird/Delaware_Bay/153/2005,EPI343638,,
EPI_ISL_99324,A/shorebird/Delaware_Bay/161/2005,EPI343630,,
EPI_ISL_99327,A/shorebird/Delaware_Bay/140/2005,EPI343654,,
EPI_ISL_99326,A/shorebird/Delaware_Bay/148/2005,EPI343646,,
EPI_ISL_99330,A/mallard/Alberta/241/2004,EPI343679,,
EPI_ISL_99332,A/mallard/Alberta/192/2004,EPI343695,,
EPI_ISL_99335,A/pintail/Alberta/166/2003,EPI343719,,
EPI_ISL_14779625,A/swine/Pennsylvania/A02636577/2022,EPI2149255,,
EPI_ISL_181262,A/swine/Iowa/A01476878/2014,EPI597634,,
EPI_ISL_99340,A/redhead/Alberta/192/2002,EPI343759,,
EPI_ISL_99343,A/mallard/Alberta/160/2001,EPI343783,,
EPI_ISL_181267,A/swine/Iowa/A01476858/2014,EPI597649,,
EPI_ISL_181264,A/swine/Iowa/A01476877/2014,EPI597640,,
EPI_ISL_19072310,A/swine/Iowa/A02862390/2024,EPI3231440,Iowa_State_University,
EPI_ISL_14779636,A/swine/North_Carolina/A02636571/2022,EPI2149259,,
EPI_ISL_181271,A/swine/North_Carolina/A01476883/2014,EPI597661,,
EPI_ISL_328723,A/swine/Iowa/A02158709/2018,EPI1305638,,
EPI_ISL_99351,A/mallard/Alberta/199/1999,EPI343854,,
EPI_ISL_181269,A/swine/North_Carolina/A01476848/2014,EPI597655,,
EPI_ISL_99352,A/pintail/Alberta/37/1999,EPI343862,,
EPI_ISL_328735,A/swine/Iowa/A02158714/2018,EPI1305662,,
EPI_ISL_99355,A/shorebird/Delaware_Bay/280/1999,EPI343888,,
EPI_ISL_99354,A/shorebird/Delaware_Bay/282/1999,EPI343880,,
EPI_ISL_99357,A/shorebird/Delaware_Bay/270/1999,EPI343904,,
EPI_ISL_99356,A/shorebird/Delaware_Bay/272/1999,EPI343896,,
EPI_ISL_328731,A/swine/Nebraska/A02158807/2018,EPI1305654,,
EPI_ISL_99358,A/shorebird/Delaware_Bay/268/1999,EPI343913,,
EPI_ISL_99361,A/ruddy_turnstone/Delaware_Bay/244/1999,EPI343938,,
EPI_ISL_328740,A/swine/Indiana/17TOSU1839/2017,EPI1305737,,
EPI_ISL_328743,A/swine/Minnesota/A02158518/2018,EPI1305681,,
EPI_ISL_99363,A/shorebird/Delaware_Bay/214/1999,EPI343954,,
EPI_ISL_99362,A/shorebird/Delaware_Bay/215/1999,EPI343946,,
EPI_ISL_99365,A/shorebird/Delaware_Bay/210/1999,EPI343970,,
EPI_ISL_99364,A/shorebird/Delaware_Bay/212/1999,EPI343962,,
EPI_ISL_328739,A/swine/Indiana/17TOSU1840/2017,EPI1305673,,
